Name,PTS,FGM,FGA,PM3,PA3,AST,Game_day,Team
Shai Gilgeous-Alexander,24,7,19,2,7,5,2021-11-10,OKC
Darius Bazley,14,5,9,1,3,1,2021-11-10,OKC
Gabriel Deck,0,0,0,0,0,0,2021-11-10,OKC
Jeremiah Robinson-Earl,2,1,4,0,2,0,2021-11-10,OKC
Mike Muscala,12,3,4,3,3,1,2021-11-10,OKC
Tre Mann,6,3,7,0,1,0,2021-11-10,OKC
Pascal Siakam,8,3,7,0,1,3,2021-11-10,TOR
Chris Boucher,0,0,2,0,2,0,2021-11-10,TOR
Gary Trent Jr.,14,6,12,2,7,0,2021-11-10,TOR
Precious Achiuwa,3,1,4,0,0,3,2021-11-10,TOR
Dalano Banton,2,1,4,0,0,0,2021-11-10,TOR
Fred VanVleet,16,5,14,4,9,6,2021-11-10,TOR
OG Anunoby,14,6,14,0,4,4,2021-11-10,TOR
Svi Mykhailiuk,10,4,6,0,1,0,2021-11-10,TOR
Malachi Flynn,0,0,2,0,1,0,2021-11-10,TOR
Justin Champagnie,0,0,1,0,0,0,2021-11-10,TOR
Scottie Barnes,21,7,11,0,0,4,2021-11-10,TOR
Dillon Brooks,20,8,17,4,7,6,2021-11-10,MEM
Jaren Jackson Jr.,19,8,13,3,6,2,2021-11-10,MEM
De'Anthony Melton,7,3,11,1,7,3,2021-11-10,MEM
Ja Morant,32,13,27,1,6,8,2021-11-10,MEM
Brandon Clarke,2,1,6,0,1,2,2021-11-10,MEM
Kyle Anderson,12,5,11,0,2,2,2021-11-10,MEM
Tyus Jones,1,0,2,0,1,0,2021-11-10,MEM
John Konchar,4,2,5,0,1,1,2021-11-10,MEM
Desmond Bane,2,1,10,0,7,0,2021-11-10,MEM
Steven Adams,9,4,5,0,0,3,2021-11-10,MEM
Daniel Gafford,4,2,5,0,0,1,2021-11-10,WAS
Kentavious Caldwell-Pope,5,1,8,0,5,1,2021-11-10,WAS
Raul Neto,7,3,5,1,1,3,2021-11-10,WAS
Spencer Dinwiddie,11,4,11,1,5,6,2021-11-10,DAL
Kyle Kuzma,22,8,14,6,9,1,2021-11-10,WAS
Aaron Holiday,2,1,3,0,0,3,2021-11-10,PHX
Deni Avdija,0,0,0,0,0,0,2021-11-10,WAS
Corey Kispert,9,4,7,1,3,0,2021-11-10,WAS
Montrezl Harrell,22,8,12,0,0,3,2021-11-10,CHA
Bradley Beal,15,4,19,1,5,7,2021-11-10,WAS
Jerami Grant,35,12,23,4,9,3,2021-11-10,DET
Cory Joseph,5,2,5,1,3,5,2021-11-10,DET
Josh Jackson,8,3,6,0,3,4,2021-11-10,SAC
Frank Jackson,0,0,3,0,3,0,2021-11-10,DET
Saddiq Bey,16,6,17,2,9,3,2021-11-10,DET
Isaiah Stewart,4,2,3,0,0,1,2021-11-10,DET
Kelly Olynyk,13,5,11,3,6,1,2021-11-10,DET
Trey Lyles,7,3,7,1,4,0,2021-11-10,SAC
Killian Hayes,4,1,4,1,3,3,2021-11-10,DET
Cade Cunningham,20,8,18,4,8,3,2021-11-10,DET
Gordon Hayward,25,6,15,2,6,5,2021-11-10,CHA
Mason Plumlee,6,3,4,0,0,5,2021-11-10,CHA
Terry Rozier,11,4,14,1,3,5,2021-11-10,CHA
Cody Martin,7,3,8,1,4,1,2021-11-10,CHA
LaMelo Ball,12,5,13,2,7,8,2021-11-10,CHA
Nick Richards,4,2,3,0,0,0,2021-11-10,CHA
Kelly Oubre Jr.,37,13,17,7,9,1,2021-11-10,CHA
Miles Bridges,10,3,11,1,4,6,2021-11-10,CHA
Jalen McDaniels,6,2,5,1,3,1,2021-11-10,CHA
Gorgui Dieng,0,0,2,0,1,1,2021-11-09,ATL
Solomon Hill,0,0,2,0,1,3,2021-11-09,ATL
Kevin Huerter,28,11,18,6,9,3,2021-11-09,ATL
Lou Williams,4,1,3,1,1,1,2021-11-09,ATL
John Collins,7,3,11,1,2,2,2021-11-09,ATL
Clint Capela,13,5,8,0,0,2,2021-11-09,ATL
Danilo Gallinari,3,1,2,1,1,0,2021-11-09,ATL
Trae Young,27,10,21,5,11,6,2021-11-09,ATL
Delon Wright,0,0,4,0,2,3,2021-11-09,ATL
Timothe Luwawu-Cabarrot,0,0,2,0,1,0,2021-11-09,ATL
Cam Reddish,16,6,12,4,6,1,2021-11-09,NYK
Nicolas Batum,22,7,9,6,8,1,2021-11-09,LAC
Paul George,24,10,24,3,7,7,2021-11-09,LAC
Justise Winslow,2,1,2,0,0,0,2021-11-09,POR
Ivica Zubac,11,4,5,0,0,0,2021-11-09,LAC
Luke Kennard,3,1,4,1,2,1,2021-11-09,LAC
Amir Coffey,0,0,0,0,0,0,2021-11-09,LAC
Eric Bledsoe,11,3,7,2,4,6,2021-11-09,LAC
Reggie Jackson,23,10,20,3,5,6,2021-11-09,LAC
Isaiah Hartenstein,14,6,7,0,0,3,2021-11-09,LAC
Terance Mann,7,2,5,1,3,1,2021-11-09,LAC
Serge Ibaka,0,0,2,0,1,0,2021-11-09,MIL
Brandon Boston Jr.,0,0,0,0,0,0,2021-11-09,LAC
Pat Connaughton,8,3,8,2,6,1,2021-11-09,MIL
Semi Ojeleye,11,4,4,3,3,1,2021-11-09,LAC
Justin Robinson,0,0,4,0,3,1,2021-11-09,DET
George Hill,8,3,6,1,3,1,2021-11-09,MIL
Jrue Holiday,8,4,14,0,3,6,2021-11-09,MIL
Giannis Antetokounmpo,31,12,26,0,2,4,2021-11-09,MIL
Bobby Portis,19,6,14,4,8,3,2021-11-09,MIL
Grayson Allen,25,8,13,5,9,3,2021-11-09,MIL
Jordan Nwora,8,4,6,0,2,1,2021-11-09,MIL
Charles Bassey,0,0,2,0,1,0,2021-11-09,PHI
Paul Reed,6,3,7,0,1,0,2021-11-09,PHI
Andre Drummond,17,8,13,0,0,3,2021-11-09,BKN
Georges Niang,21,7,14,5,7,1,2021-11-09,PHI
Shake Milton,20,7,16,1,4,6,2021-11-09,PHI
Tyrese Maxey,31,12,24,4,9,4,2021-11-09,PHI
Furkan Korkmaz,5,2,18,1,12,5,2021-11-09,PHI
Danny Green,9,3,9,3,9,2,2021-11-09,PHI
Norman Powell,23,8,13,5,6,3,2021-11-09,LAC
Damian Lillard,27,11,23,4,13,6,2021-11-09,POR
Cody Zeller,8,3,6,0,1,1,2021-11-09,POR
Robert Covington,6,2,8,1,6,6,2021-11-09,LAC
Jusuf Nurkic,15,6,9,1,1,6,2021-11-09,POR
CJ McCollum,13,6,15,0,2,3,2021-11-09,NOP
Larry Nance Jr.,5,2,6,1,3,1,2021-11-09,NOP
Anfernee Simons,5,2,7,1,3,2,2021-11-09,POR
Tony Snell,3,1,1,1,1,0,2021-11-09,NOP
Nassir Little,4,2,3,0,1,1,2021-11-09,POR
Royce O'Neale,11,4,7,1,4,4,2021-11-09,UTA
Donovan Mitchell,27,11,20,5,11,5,2021-11-09,UTA
Udoka Azubuike,0,0,0,0,0,0,2021-11-09,UTA
Miye Oni,0,0,0,0,0,0,2021-11-09,UTA
Jared Butler,0,0,1,0,0,0,2021-11-09,UTA
Trent Forrest,0,0,0,0,0,0,2021-11-09,UTA
Mike Conley,12,4,9,2,6,6,2021-11-09,UTA
Rudy Gobert,9,4,8,0,0,0,2021-11-09,UTA
Joe Ingles,2,1,3,0,1,1,2021-11-09,UTA
Eric Paschall,7,3,4,1,2,2,2021-11-09,UTA
Jordan Clarkson,16,6,12,4,9,1,2021-11-09,UTA
Hassan Whiteside,8,3,4,0,0,1,2021-11-09,UTA
Bojan Bogdanovic,18,5,13,2,5,1,2021-11-09,UTA
Clint Capela,2,1,5,0,0,2,2021-11-08,ATL
Timothe Luwawu-Cabarrot,8,2,4,1,3,0,2021-11-08,ATL
Kevin Huerter,11,4,8,3,6,2,2021-11-08,ATL
Trae Young,28,11,20,4,8,9,2021-11-08,ATL
Gorgui Dieng,3,1,1,1,1,1,2021-11-08,ATL
John Collins,19,6,7,2,3,1,2021-11-08,ATL
Danilo Gallinari,4,1,7,0,4,1,2021-11-08,ATL
De'Andre Hunter,11,4,9,2,5,0,2021-11-08,ATL
Solomon Hill,0,0,1,0,0,1,2021-11-08,ATL
Bogdan Bogdanovic,17,7,14,3,8,2,2021-11-08,ATL
Delon Wright,7,0,2,0,2,2,2021-11-08,ATL
Cam Reddish,3,1,4,1,3,0,2021-11-08,NYK
Naji Marshall,0,0,5,0,2,0,2021-11-08,NOP
Josh Hart,22,8,13,1,2,5,2021-11-08,POR
Devonte' Graham,8,2,8,2,7,10,2021-11-08,NOP
Jonas Valanciunas,22,10,16,2,3,3,2021-11-08,NOP
Garrett Temple,12,5,9,2,4,3,2021-11-08,NOP
Jaxson Hayes,10,4,7,0,0,0,2021-11-08,NOP
Nickeil Alexander-Walker,18,8,20,2,11,4,2021-11-08,UTA
Trey Murphy III,0,0,2,0,2,0,2021-11-08,NOP
Tomas Satoransky,0,0,4,0,0,2,2021-11-08,WAS
Kira Lewis Jr.,0,0,3,0,3,0,2021-11-08,NOP
DeMar DeRozan,28,10,20,1,4,3,2021-11-08,CHI
Ayo Dosunmu,15,6,10,1,4,0,2021-11-08,CHI
Tony Bradley,4,2,4,0,0,1,2021-11-08,CHI
Derrick Jones Jr.,7,2,5,1,3,0,2021-11-08,CHI
Alex Caruso,5,1,4,1,3,2,2021-11-08,CHI
Nikola Vucevic,11,5,14,1,3,5,2021-11-08,CHI
Zach LaVine,24,10,17,0,4,5,2021-11-08,CHI
Lonzo Ball,11,4,12,3,7,3,2021-11-08,CHI
Troy Brown Jr.,2,1,1,0,0,0,2021-11-08,CHI
Matt Thomas,0,0,0,0,0,0,2021-11-08,CHI
Javonte Green,11,5,11,1,3,2,2021-11-08,CHI
Alize Johnson,0,0,0,0,0,0,2021-11-08,NOP
Willie Cauley-Stein,0,0,0,0,0,0,2021-11-08,PHI
Sterling Brown,0,0,3,0,3,0,2021-11-08,DAL
Dwight Powell,6,3,7,0,3,3,2021-11-08,DAL
Dorian Finney-Smith,6,2,4,2,4,2,2021-11-08,DAL
Moses Brown,0,0,0,0,0,0,2021-11-08,CLE
Josh Green,0,0,0,0,0,0,2021-11-08,DAL
Luka Doncic,25,10,21,2,5,5,2021-11-08,DAL
Kristaps Porzingis,12,4,13,3,8,3,2021-11-08,WAS
Boban Marjanovic,4,2,3,0,0,1,2021-11-08,DAL
Reggie Bullock,12,5,7,2,3,1,2021-11-08,DAL
Frank Ntilikina,9,4,6,1,2,2,2021-11-08,DAL
Tim Hardaway Jr.,17,6,9,4,5,4,2021-11-08,DAL
Jalen Brunson,17,7,12,0,2,6,2021-11-08,DAL
Jeff Green,13,5,12,1,4,0,2021-11-08,DEN
Aaron Gordon,10,4,11,0,5,3,2021-11-08,DEN
Nikola Jokic,25,10,14,0,0,10,2021-11-08,DEN
Markus Howard,0,0,0,0,0,0,2021-11-08,DEN
Austin Rivers,2,1,4,0,3,2,2021-11-08,DEN
Monte Morris,14,6,11,2,6,5,2021-11-08,DEN
Bol Bol,0,0,0,0,0,0,2021-11-08,DEN
Facundo Campazzo,0,0,0,0,0,0,2021-11-08,DEN
Will Barton,25,9,14,7,9,6,2021-11-08,DEN
Zeke Nnaji,2,1,2,0,1,0,2021-11-08,DEN
JaMychal Green,9,2,5,0,3,0,2021-11-08,DEN
P.J. Dozier,7,2,11,1,5,1,2021-11-08,DEN
Bones Hyland,6,2,7,1,5,1,2021-11-08,DEN
Kevon Looney,6,2,3,0,0,1,2021-11-08,GSW
Jeff Dowtin,0,0,1,0,0,0,2021-11-08,ORL
Jordan Poole,16,6,17,3,10,4,2021-11-08,GSW
Moses Moody,0,0,0,0,0,0,2021-11-08,GSW
Jonathan Kuminga,1,0,1,0,0,0,2021-11-08,GSW
Nemanja Bjelica,7,2,2,1,1,0,2021-11-08,GSW
Draymond Green,4,2,8,0,1,9,2021-11-08,GSW
Andrew Wiggins,13,5,12,1,4,1,2021-11-08,GSW
Andre Iguodala,6,3,5,0,2,2,2021-11-08,GSW
Damion Lee,11,5,8,1,3,2,2021-11-08,GSW
Juan Toscano-Anderson,11,4,5,3,4,1,2021-11-08,GSW
Gary Payton II,2,1,2,0,0,1,2021-11-08,GSW
Stephen Curry,50,14,28,9,19,10,2021-11-08,GSW
Austin Reaves,8,3,6,0,3,1,2021-11-08,LAL
DeAndre Jordan,10,4,4,0,0,0,2021-11-08,PHI
Carmelo Anthony,29,9,13,7,10,1,2021-11-08,LAL
Wayne Ellington,8,2,3,2,3,0,2021-11-08,LAL
Malik Monk,10,4,8,2,4,1,2021-11-08,LAL
Russell Westbrook,17,5,15,0,2,14,2021-11-08,LAL
Dwight Howard,4,1,2,0,0,1,2021-11-08,LAL
Rajon Rondo,0,0,3,0,1,8,2021-11-08,CLE
Avery Bradley,8,3,8,2,5,0,2021-11-08,LAL
Kent Bazemore,0,0,4,0,1,0,2021-11-08,LAL
Anthony Davis,32,13,25,0,3,4,2021-11-08,LAL
Kyle Lowry,0,0,8,0,6,4,2021-11-08,MIA
Bam Adebayo,10,3,10,0,0,2,2021-11-08,MIA
KZ Okpala,0,0,0,0,0,0,2021-11-08,MIA
P.J. Tucker,6,2,3,2,3,1,2021-11-08,MIA
Caleb Martin,3,1,3,1,3,0,2021-11-08,MIA
Gabe Vincent,2,1,2,0,1,0,2021-11-08,MIA
Duncan Robinson,13,4,8,4,8,1,2021-11-08,MIA
Omer Yurtseven,0,0,1,0,0,0,2021-11-08,MIA
Markieff Morris,10,4,9,2,3,1,2021-11-08,MIA
Jimmy Butler,31,10,18,2,3,8,2021-11-08,MIA
Dewayne Dedmon,10,3,4,0,0,0,2021-11-08,MIA
Tyler Herro,11,3,12,2,9,5,2021-11-08,MIA
Jaden McDaniels,11,4,9,1,4,1,2021-11-08,MIN
Anthony Edwards,27,9,22,4,9,3,2021-11-08,MIN
Jarred Vanderbilt,2,0,2,0,1,1,2021-11-08,MIN
Patrick Beverley,9,4,7,1,2,4,2021-11-08,MIN
Naz Reid,8,2,4,2,2,1,2021-11-08,MIN
Josh Okogie,2,1,2,0,0,2,2021-11-08,MIN
Taurean Prince,0,0,1,0,0,0,2021-11-08,MIN
D'Angelo Russell,30,10,22,6,13,7,2021-11-08,MIN
Malik Beasley,4,2,8,0,5,1,2021-11-08,MIN
Karl-Anthony Towns,25,9,20,3,9,3,2021-11-08,MIN
Bruce Brown,0,0,8,0,1,0,2021-11-08,BKN
LaMarcus Aldridge,19,8,13,1,1,0,2021-11-08,BKN
Joe Harris,9,3,7,3,5,2,2021-11-08,BKN
DeAndre' Bembry,4,2,3,0,0,1,2021-11-08,MIL
Paul Millsap,0,0,2,0,1,0,2021-11-08,PHI
Blake Griffin,2,1,5,0,4,4,2021-11-08,BKN
James Harden,14,4,11,3,7,5,2021-11-08,PHI
Jevon Carter,2,0,1,0,1,0,2021-11-08,MIL
Day'Ron Sharpe,2,1,1,0,0,0,2021-11-08,BKN
Cam Thomas,0,0,2,0,0,1,2021-11-08,BKN
Patty Mills,5,2,9,1,5,2,2021-11-08,BKN
Kevin Durant,38,13,24,3,8,4,2021-11-08,BKN
Immanuel Quickley,10,3,4,3,4,3,2021-11-08,NYK
Derrick Rose,6,2,8,0,2,2,2021-11-08,NYK
Alec Burks,5,2,7,1,5,2,2021-11-08,NYK
RJ Barrett,15,6,20,2,8,4,2021-11-08,NYK
Obi Toppin,4,2,3,0,1,3,2021-11-08,NYK
Kemba Walker,8,3,9,1,6,5,2021-11-08,NYK
Evan Fournier,11,5,8,1,4,2,2021-11-08,NYK
Nerlens Noel,6,2,3,0,0,0,2021-11-08,NYK
Julius Randle,31,12,25,5,10,3,2021-11-08,NYK
Taj Gibson,7,3,4,0,0,1,2021-11-08,NYK
Danny Green,8,3,9,2,8,3,2021-11-08,PHI
Furkan Korkmaz,19,7,16,5,12,2,2021-11-08,PHI
Georges Niang,15,6,15,1,7,0,2021-11-08,PHI
Shake Milton,10,4,13,0,1,2,2021-11-08,PHI
Tyrese Maxey,16,6,19,3,6,5,2021-11-08,PHI
Andre Drummond,14,5,9,0,0,1,2021-11-08,BKN
Seth Curry,14,4,10,2,6,6,2021-11-08,BKN
Paul Reed,0,0,0,0,0,1,2021-11-08,PHI
JaVale McGee,6,3,6,0,0,4,2021-11-08,PHX
Cameron Johnson,2,1,3,0,1,4,2021-11-08,PHX
Jae Crowder,5,2,9,1,4,3,2021-11-08,PHX
Devin Booker,18,8,17,2,5,6,2021-11-08,PHX
Mikal Bridges,16,6,9,1,2,1,2021-11-08,PHX
Frank Kaminsky,10,4,9,0,2,0,2021-11-08,PHX
Cameron Payne,24,9,14,4,6,3,2021-11-08,PHX
Abdel Nader,3,1,4,1,3,2,2021-11-08,PHX
Chris Paul,16,6,12,2,3,5,2021-11-08,PHX
Landry Shamet,9,4,10,1,4,0,2021-11-08,PHX
Richaun Holmes,7,3,8,0,0,1,2021-11-08,SAC
Alex Len,2,1,2,0,0,1,2021-11-08,SAC
Jahmi'us Ramsey,0,0,0,0,0,0,2021-11-08,SAC
De'Aaron Fox,24,8,19,1,1,5,2021-11-08,SAC
Maurice Harkless,0,0,0,0,0,0,2021-11-08,SAC
Harrison Barnes,26,7,9,1,2,2,2021-11-08,SAC
Buddy Hield,14,5,16,3,11,2,2021-11-08,IND
Damian Jones,4,2,2,0,0,1,2021-11-08,SAC
Terence Davis,13,5,10,3,6,1,2021-11-08,SAC
Davion Mitchell,12,5,11,2,2,2,2021-11-08,SAC
Chimezie Metu,2,1,5,0,2,3,2021-11-08,SAC
Desmond Bane,13,5,13,0,6,5,2021-11-08,MEM
Kyle Anderson,12,5,8,2,2,7,2021-11-08,MEM
Steven Adams,3,1,4,0,0,1,2021-11-08,MEM
John Konchar,6,2,3,0,0,0,2021-11-08,MEM
Jaren Jackson Jr.,14,6,11,2,3,0,2021-11-08,MEM
Tyus Jones,5,2,4,1,2,3,2021-11-08,MEM
Xavier Tillman,0,0,2,0,1,1,2021-11-08,MEM
Brandon Clarke,20,8,11,0,2,0,2021-11-08,MEM
De'Anthony Melton,19,7,12,3,6,3,2021-11-08,MEM
Ja Morant,33,10,24,3,6,8,2021-11-08,MEM
Cody Martin,3,1,5,1,3,0,2021-11-08,CHA
Kelly Oubre Jr.,8,3,10,2,4,1,2021-11-08,CHA
Jalen McDaniels,2,0,0,0,0,1,2021-11-08,CHA
Gordon Hayward,21,7,14,2,6,3,2021-11-08,CHA
Terry Rozier,29,11,22,3,10,3,2021-11-08,CHA
LaMelo Ball,25,8,19,3,8,11,2021-11-08,CHA
Nick Richards,3,1,4,0,0,0,2021-11-08,CHA
Mason Plumlee,13,6,7,0,0,2,2021-11-08,CHA
Miles Bridges,19,6,18,3,11,2,2021-11-08,CHA
Dylan Windler,9,3,5,3,4,1,2021-11-07,CLE
Lamar Stevens,2,1,2,0,0,0,2021-11-07,CLE
Ricky Rubio,37,13,19,8,9,10,2021-11-07,CLE
Jarrett Allen,18,8,15,0,0,4,2021-11-07,CLE
Tacko Fall,0,0,0,0,0,0,2021-11-07,CLE
Dean Wade,6,2,6,2,5,0,2021-11-07,CLE
Darius Garland,16,6,14,4,5,5,2021-11-07,CLE
Cedi Osman,2,0,5,0,5,2,2021-11-07,CLE
Evan Mobley,26,11,15,2,4,5,2021-11-07,CLE
Denzel Valentine,2,1,1,0,0,0,2021-11-07,UTA
Collin Sexton,8,4,8,0,3,4,2021-11-07,CLE
Jonathan Kuminga,0,0,0,0,0,0,2021-11-07,GSW
Nemanja Bjelica,9,3,4,3,4,2,2021-11-07,GSW
Gary Payton II,10,5,6,0,0,3,2021-11-07,GSW
Moses Moody,4,2,5,0,3,0,2021-11-07,GSW
Juan Toscano-Anderson,8,4,8,0,3,1,2021-11-07,GSW
Otto Porter Jr.,15,5,9,5,7,1,2021-11-07,GSW
Draymond Green,6,3,5,0,1,9,2021-11-07,GSW
Kevon Looney,3,1,2,0,0,1,2021-11-07,GSW
Stephen Curry,20,8,16,4,11,2,2021-11-07,GSW
Chris Chiozza,0,0,1,0,1,1,2021-11-07,GSW
Damion Lee,4,2,5,0,3,4,2021-11-07,GSW
Jordan Poole,25,7,13,2,7,5,2021-11-07,GSW
Andrew Wiggins,16,4,11,1,6,2,2021-11-07,GSW
Jalen Green,9,4,12,1,6,2,2021-11-07,HOU
Daniel Theis,14,5,7,2,2,2,2021-11-07,BOS
Jae'Sean Tate,21,7,11,2,4,0,2021-11-07,HOU
Josh Christopher,2,1,4,0,1,2,2021-11-07,HOU
Usman Garuba,3,1,2,1,2,0,2021-11-07,HOU
Christian Wood,4,2,5,0,1,1,2021-11-07,HOU
Armoni Brooks,7,3,10,1,8,1,2021-11-07,TOR
David Nwaba,6,3,6,0,0,1,2021-11-07,HOU
Kevin Porter Jr.,11,3,9,1,3,7,2021-11-07,HOU
D.J. Augustin,11,1,3,1,3,0,2021-11-07,LAL
Kenyon Martin Jr.,7,3,6,0,2,0,2021-11-07,HOU
Alperen Sengun,12,3,4,1,1,1,2021-11-07,HOU
Reggie Jackson,19,7,18,3,11,6,2021-11-07,LAC
Serge Ibaka,0,0,3,0,1,1,2021-11-07,MIL
Luke Kennard,18,6,12,6,11,3,2021-11-07,LAC
Terance Mann,17,5,8,2,4,3,2021-11-07,LAC
Isaiah Hartenstein,9,3,4,0,0,0,2021-11-07,LAC
Brandon Boston Jr.,0,0,0,0,0,0,2021-11-07,LAC
Justise Winslow,0,0,0,0,0,0,2021-11-07,POR
Ivica Zubac,14,3,3,0,0,0,2021-11-07,LAC
Nicolas Batum,16,6,11,4,9,1,2021-11-07,LAC
Eric Bledsoe,7,2,5,1,2,2,2021-11-07,LAC
Paul George,20,9,22,2,10,8,2021-11-07,LAC
Keon Johnson,0,0,0,0,0,0,2021-11-07,POR
Bobby Portis,13,6,17,1,3,2,2021-11-07,MIL
Pat Connaughton,7,2,8,2,6,1,2021-11-07,MIL
Jrue Holiday,14,6,16,2,7,4,2021-11-07,MIL
Justin Robinson,0,0,1,0,0,0,2021-11-07,DET
Grayson Allen,19,6,12,3,8,2,2021-11-07,MIL
George Hill,6,3,10,0,5,3,2021-11-07,MIL
Thanasis Antetokounmpo,0,0,0,0,0,0,2021-11-07,MIL
Giannis Antetokounmpo,29,12,26,0,4,5,2021-11-07,MIL
Jordan Nwora,3,1,3,1,2,0,2021-11-07,MIL
Semi Ojeleye,3,1,1,1,1,0,2021-11-07,LAC
James Harden,28,10,20,3,10,8,2021-11-07,PHI
Joe Harris,11,4,8,3,7,2,2021-11-07,BKN
DeAndre' Bembry,5,2,3,1,1,1,2021-11-07,MIL
Patty Mills,13,3,7,3,6,0,2021-11-07,BKN
Bruce Brown,12,6,11,0,2,2,2021-11-07,BKN
Paul Millsap,0,0,0,0,0,1,2021-11-07,PHI
Blake Griffin,14,5,9,4,6,3,2021-11-07,BKN
Jevon Carter,0,0,0,0,0,0,2021-11-07,MIL
LaMarcus Aldridge,2,0,3,0,0,5,2021-11-07,BKN
Kevin Durant,31,11,19,3,6,7,2021-11-07,BKN
Julius Randle,19,7,17,1,5,7,2021-11-07,NYK
Nerlens Noel,5,2,2,0,0,0,2021-11-07,NYK
Quentin Grimes,6,2,3,2,3,0,2021-11-07,NYK
Immanuel Quickley,12,3,8,2,5,5,2021-11-07,NYK
Alec Burks,10,2,7,1,2,0,2021-11-07,NYK
RJ Barrett,6,3,13,0,6,1,2021-11-07,NYK
Obi Toppin,11,4,4,0,0,1,2021-11-07,NYK
Miles McBride,0,0,1,0,1,0,2021-11-07,NYK
Mitchell Robinson,8,3,3,0,0,1,2021-11-07,NYK
Derrick Rose,17,8,14,1,2,5,2021-11-07,NYK
Evan Fournier,15,5,13,2,7,1,2021-11-07,NYK
Kevin Knox II,0,0,0,0,0,0,2021-11-07,ATL
Jericho Sims,0,0,0,0,0,0,2021-11-07,NYK
R.J. Hampton,8,3,4,1,1,1,2021-11-07,ORL
Jalen Suggs,6,3,10,0,2,5,2021-11-07,ORL
Franz Wagner,10,4,10,0,1,4,2021-11-07,ORL
Moritz Wagner,3,1,1,1,1,0,2021-11-07,ORL
Mo Bamba,9,4,6,1,2,1,2021-11-07,ORL
Terrence Ross,4,2,12,0,6,3,2021-11-07,ORL
Gary Harris,8,4,7,0,0,1,2021-11-07,ORL
Chuma Okeke,4,0,3,0,2,1,2021-11-07,ORL
Cole Anthony,33,13,20,5,10,2,2021-11-07,ORL
Wendell Carter Jr.,22,9,14,4,7,6,2021-11-07,ORL
T.J. McConnell,18,8,13,0,0,4,2021-11-07,IND
Justin Holiday,5,2,5,1,3,0,2021-11-07,SAC
Chris Duarte,15,6,12,2,5,2,2021-11-07,IND
Jeremy Lamb,2,0,3,0,1,0,2021-11-07,SAC
Goga Bitadze,0,0,1,0,1,0,2021-11-07,IND
Brad Wanamaker,1,0,1,0,0,2,2021-11-07,WAS
Caris LeVert,22,9,22,1,5,1,2021-11-07,CLE
Torrey Craig,2,1,2,0,1,0,2021-11-07,PHX
Domantas Sabonis,17,7,13,0,3,1,2021-11-07,SAC
Myles Turner,12,4,10,2,5,3,2021-11-07,IND
Kelan Martin,0,0,1,0,1,0,2021-11-07,BOS
Tyrese Haliburton,17,7,14,3,6,1,2021-11-07,IND
Alex Len,5,2,3,0,1,3,2021-11-07,SAC
Davion Mitchell,2,1,7,0,1,6,2021-11-07,SAC
Buddy Hield,17,6,16,5,12,2,2021-11-07,IND
Richaun Holmes,11,2,4,0,0,0,2021-11-07,SAC
Maurice Harkless,0,0,4,0,4,1,2021-11-07,SAC
De'Aaron Fox,17,7,19,1,3,2,2021-11-07,SAC
Terence Davis,0,0,2,0,1,0,2021-11-07,SAC
Harrison Barnes,22,6,15,1,6,5,2021-11-07,SAC
Thaddeus Young,10,5,5,0,0,3,2021-11-07,TOR
Devin Vassell,6,3,12,0,5,3,2021-11-07,SAS
Keldon Johnson,22,9,16,0,1,1,2021-11-07,SAS
Tre Jones,2,1,3,0,0,2,2021-11-07,SAS
Bryn Forbes,3,1,2,1,1,1,2021-11-07,DEN
Lonnie Walker IV,15,5,14,3,10,2,2021-11-07,SAS
Keita Bates-Diop,2,1,1,0,0,1,2021-11-07,SAS
Drew Eubanks,14,7,8,0,0,2,2021-11-07,POR
Dejounte Murray,10,5,19,0,4,9,2021-11-07,SAS
Derrick White,0,0,10,0,4,5,2021-11-07,BOS
Doug McDermott,10,4,10,2,5,0,2021-11-07,SAS
Vit Krejci,0,0,0,0,0,0,2021-11-07,OKC
Josh Giddey,7,3,10,1,6,4,2021-11-07,OKC
Ty Jerome,9,4,9,1,5,0,2021-11-07,OKC
Shai Gilgeous-Alexander,14,5,16,1,6,9,2021-11-07,OKC
Theo Maledon,0,0,5,0,4,1,2021-11-07,OKC
Luguentz Dort,13,5,14,1,7,0,2021-11-07,OKC
Darius Bazley,11,4,9,1,1,4,2021-11-07,OKC
Jeremiah Robinson-Earl,13,5,9,3,5,1,2021-11-07,OKC
Kenrich Williams,7,2,7,0,2,1,2021-11-07,OKC
Aleksej Pokusevski,3,1,3,1,2,0,2021-11-07,OKC
Derrick Favors,2,1,6,0,0,1,2021-11-07,OKC
Mike Muscala,20,5,6,3,4,0,2021-11-07,OKC
OG Anunoby,16,7,16,1,6,3,2021-11-07,TOR
Pascal Siakam,15,5,12,1,3,1,2021-11-07,TOR
Scottie Barnes,8,4,7,0,1,4,2021-11-07,TOR
Chris Boucher,6,2,2,0,0,0,2021-11-07,TOR
Dalano Banton,5,2,4,0,1,4,2021-11-07,TOR
Gary Trent Jr.,14,7,14,0,5,2,2021-11-07,TOR
Fred VanVleet,21,6,14,3,8,8,2021-11-07,TOR
Precious Achiuwa,13,6,11,1,2,0,2021-11-07,TOR
Svi Mykhailiuk,5,2,7,1,4,1,2021-11-07,TOR
Eric Paschall,6,1,5,0,4,0,2021-11-07,UTA
